OBJECTID_1,ED_ID,ED_ENGLISH,ED_GAEILGE,COUNTY,CONTAE,PROVINCE,CENTROID_X,CENTROID_Y,GUID_,CSOED_3409,OSIED_3441,CSOED_34_1,Shape__Area,Shape__Length
3023,47134,DRINAGH, ,CORK,Corcaigh,Munster,524655.884609202,547464.262750645,2AE196291EFE13A3E055000000000001,18113,47134,Drinagh,14474609.5144043,19793.8350452827
3024,67134,KILLIMOR, ,GALWAY,Gaillimh,Connacht,561874.467704338,729631.680156335,2AE1962922F413A3E055000000000001,27118,67134,Killimor,26180675.4949646,31371.6932201927
3025,267115,RATHFARNHAM-HERMITAGE, ,DUBLIN,Baile Átha Cliath,Leinster,714846.526453703,727747.526037271,2AE196291E0213A3E055000000000001,03024,267115,Rathfarnham-Hermitage,769157.653656006,3997.23785860815
3026,67031,BALLYNAPARK, ,GALWAY,Gaillimh,Connacht,546899.217058192,743599.97305018,2AE19629208E13A3E055000000000001,27184,67031,Ballynapark,20528733.9536743,30498.4818957793
3027,267063,DALKEY-BULLOCK, ,DUBLIN,Baile Átha Cliath,Leinster,726067.219163286,727346.767440714,2AE196291D2013A3E055000000000001,05033,267063,Dalkey-Bullock,451755.836730957,2920.82448505572
3028,47213,KILNAMANAGH, ,CORK,Corcaigh,Munster,455715.64005127,541624.987286884,2AE1962921E013A3E055000000000001,18053,47213,Kilnamanagh,36106340.5751343,59538.9895375113
3029,247104,St. HELEN'S, ,WEXFORD,Loch Garman,Leinster,712946.203274227,610522.9375909,2AE196291ECD13A3E055000000000001,14119,247104,St. Helen's,12021853.1333313,16536.0954210819
3030,57103,KNOCKALLA,Cnoc Colbha,DONEGAL,Dún na nGall,Ulster,626249.933553906,934160.922039384,2AE1962920DC13A3E055000000000001,33121,57103,Cnoc Colbha,17581578.4509277,22695.4463003159
3031,37102,KILTANNON, ,CLARE,An Clár,Munster,548297.549458015,684415.393893119,2AE19629200913A3E055000000000001,16147,37102,Kiltannon,18953154.2105103,29203.4185273069
3032,128005,BALLINACURRA A,Béal Átha na Cora A,LIMERICK,Luimneach,Munster,555788.740339905,655742.234645617,2AE1962917DD13A3E055000000000001,20005,128005,Ballinacurra A,1961181.17321777,6465.54626536319
3033,87056,KILMEAGE SOUTH, ,KILDARE,Cill Dara,Leinster,676527.95821874,723422.215273076,2AE19629222013A3E055000000000001,06075,87056,Kilmeage South,17956154.4345093,25828.801091551
3034,268085,KILMAINHAM C, ,DUBLIN,Baile Átha Cliath,Leinster,712175.252704732,733317.9079986,2AE196291D8D13A3E055000000000001,02110,268085,Kilmainham C,590528.561279297,3491.24899370371
3035,257074,TOGHER, ,WICKLOW,Cill Mhantáin,Leinster,717825.447425258,704550.770666945,2AE196291ED413A3E055000000000001,15064,257074,Togher,21271996.2030334,19041.75939181
3036,67154,KINVARRA, ,GALWAY,Gaillimh,Connacht,535697.472507464,708621.985814326,2AE19629234B13A3E055000000000001,27097,67154,Kinvarra,32950576.1051331,35953.6988631664
3037,228034,SLIEVEKEALE,Slí Chaol,WATERFORD,Port Láirge,Munster,659673.033969404,611792.749413074,2AE196291BBC13A3E055000000000001,24035,228034,Slievekeale,269392.20401001,2112.46473235905
3038,237029,CLONFAD, ,WESTMEATH,An Iarmhí,Leinster,641479.356893065,741059.209934343,2AE196291B5913A3E055000000000001,13065,237029,Clonfad,18320373.4898987,25091.8553928703
3039,27074,MUNTERCONNAUGHT, ,CAVAN,An Cabhán,Ulster,659859.510528715,783774.943811089,2AE196291DC213A3E055000000000001,32033,27074,Munterconnaught,30393180.4353027,26000.8782029447
3040,247005,ARTRAMON, ,WEXFORD,Loch Garman,Leinster,702853.683641034,627864.131890851,2AE196291BD313A3E055000000000001,14094,247005,Artramon,14685270.8890076,15903.4440226691
3041,37155,ENNIS No. 3 URBAN, ,CLARE,An Clár,Munster,534129.602312004,677628.867670037,2AE19629203513A3E055000000000001,16003,37155,Ennis No. 3 Urban,257056.374389648,2077.38343301495
3042,217097,KILKEARY,Cill Chéire,TIPPERARY,Tiobraid Árann,Munster,592617.404895542,676062.078974759,2AE196291C8213A3E055000000000001,22039,217097,Kilkeary,24834014.7872009,29840.2248985858
3043,237084,OWEL, ,WESTMEATH,An Iarmhí,Leinster,643414.540393926,757248.848048797,2AE196291B4E13A3E055000000000001,13094,237084,Owel,13690212.4963989,17900.7890792686
3044,97106,TULLAHERIN,An Tulaigh Thirim,KILKENNY,Cill Chainnigh,Leinster,659701.67044572,647454.30177058,2AE19629240513A3E055000000000001,07085,97106,Tullaherin,10352710.1653137,24884.0479347747
3045,167013,BURRY, ,MEATH,An Mhí,Leinster,670642.712300396,772895.213384907,2AE19629184813A3E055000000000001,11023,167013,Burry,14986094.9182129,17531.4267130283
3046,227017,CAPPOQUIN,Ceapach Choinn,WATERFORD,Port Láirge,Munster,610555.022700396,603217.053976583,2AE196291C9513A3E055000000000001,25058,227017,Cappoquin,47893295.9388123,37330.1518574236
3047,157055,CLOONKEEN, ,MAYO,Maigh Eo,Connacht,511720.000294472,785069.974719061,2AE19629196313A3E055000000000001,29076,157055,Cloonkeen,27191943.8185425,31496.7862069384
3048,207059,LISSADILL EAST, ,SLIGO,Sligeach,Connacht,563617.249104709,845178.402225658,2AE19629199713A3E055000000000001,31056,207059,Lissadill East,17338899.9496765,28866.2999205974
3049,237092,ROSMEAD, ,WESTMEATH,An Iarmhí,Leinster,662129.41042677,764627.632903312,2AE196291B6813A3E055000000000001,13052,237092,Rosmead,11802815.6125488,16368.8658626179
3050,187085,TULLA,An Tulach,OFFALY,Uíbh Fhailí,Leinster,619851.270443209,700925.024301994,2AE196291A7A13A3E055000000000001,12058,187085,Tulla,23713418.8321838,26324.5738609658
3051,77123,LEITRIM, ,KERRY,Ciarraí,Munster,507934.985509342,641530.359895587,2AE19629223713A3E055000000000001,19115,77123,Leitrim,19628734.4949646,23650.8601808818
3052,57023,CARRICKART,Carraig Airt,DONEGAL,Dún na nGall,Ulster,613230.7440321,934309.948927638,2AE19629206013A3E055000000000001,33111,57023,Carraig Airt,24422582.4400024,29434.5910253279
3053,68006,DANGAN, ,GALWAY,Gaillimh,Connacht,528365.754497253,726823.482643964,2AE19629235F13A3E055000000000001,26006,68006,Dangan,1423308.57846069,5585.5628696056
3054,37085,KILLEELY, ,CLARE,An Clár,Munster,553206.543978489,661184.178086101,2AE196291FBF13A3E055000000000001,16113,37085,Killeely,15309686.0664978,18826.5855728924
3055,127054,CROOM,Cromadh,LIMERICK,Luimneach,Munster,550705.561955412,640602.403383785,2AE19629177813A3E055000000000001,21013,127054,Croom,18057864.1880493,25120.0576566737
3056,267149,TEMPLEOGUE-CYPRESS, ,DUBLIN,Baile Átha Cliath,Leinster,712225.538650921,728721.303141513,2AE196291CD113A3E055000000000001,03041,267149,Templeogue-Cypress,732478.425872803,3901.05983063117
3057,247065,KILGORMAN, ,WEXFORD,Loch Garman,Leinster,722524.673039861,665094.746141188,2AE196291E4213A3E055000000000001,14055,247065,Kilgorman,17328431.6653748,20758.531812465
3058,217095,KILCORAN,Cill Chuaráin,TIPPERARY,Tiobraid Árann,Munster,596995.262375998,620719.61078685,2AE196291C7713A3E055000000000001,23126,217095,Kilcoran,47458560.412323,34471.1207572081
3059,268138,ROTUNDA A, ,DUBLIN,Baile Átha Cliath,Leinster,715779.635496143,735303.862028949,2AE196291DEA13A3E055000000000001,02088,268138,Rotunda A,249322.402709961,2189.09571003625
3060,268082,INNS QUAY C, ,DUBLIN,Baile Átha Cliath,Leinster,715035.825656786,734642.717396596,2AE196291D8A13A3E055000000000001,02068,268082,Inns Quay C,321656.182006836,2670.07187751668
3061,87026,CLONCURRY, ,KILDARE,Cill Dara,Leinster,683208.710433426,739547.489551612,2AE19629229A13A3E055000000000001,06035,87026,Cloncurry,34044978.1246033,31046.2556698718
3062,77142,NEWTOWNSANDES, ,KERRY,Ciarraí,Munster,507419.425851779,637479.242751547,2AE19629228A13A3E055000000000001,19121,77142,Newtownsandes,37266156.8593445,34778.5831804073
3063,197106,TERMONBARRY, ,ROSCOMMON,Ros Comáin,Connacht,604416.855576793,778706.639082913,2AE1962919EB13A3E055000000000001,30111,197106,Termonbarry,16366778.8914795,18605.2811111135
3064,217023,BALLYPHILIP,Baile Philib,TIPPERARY,Tiobraid Árann,Munster,627670.599839606,649530.669214077,2AE196291BFA13A3E055000000000001,23142,217023,Ballyphilip,15947861.6798401,18640.2611051736
3065,127017,BALLYBRICKEN,Baile Uí Bhricín,LIMERICK,Luimneach,Munster,563214.79137287,647064.957148285,2AE19629176713A3E055000000000001,21050,127017,Ballybricken,29351884.3572693,29171.1745559017
3066,67005,ADDERGOOLE, ,GALWAY,Gaillimh,Connacht,544696.852884353,765960.110178281,2AE19629204613A3E055000000000001,27180,67005,Addergoole,24878016.9635315,24242.0931340541
3067,67025,BALLYMOE, ,GALWAY,Gaillimh,Connacht,568336.087174015,771591.461952383,2AE19629207E13A3E055000000000001,27067,67025,Ballymoe,21841312.888855,24647.7175650913
3068,187084,TINNYCROSS,Tigh na Croise,OFFALY,Uíbh Fhailí,Leinster,636026.529152773,727831.773646146,2AE196291A7913A3E055000000000001,12086,187084,Tinnycross,8062325.32846069,12511.57170348
3069,237024,CASTLELOST, ,WESTMEATH,An Iarmhí,Leinster,646436.74977591,740014.270981246,2AE196291B4213A3E055000000000001,13061,237024,Castlelost,17211923.0010986,23203.4545829064
3070,37066,GLENMORE, ,CLARE,An Clár,Munster,514025.494316915,666265.865467612,2AE19629202313A3E055000000000001,16085,37066,Glenmore,33366549.5162659,36090.6498451661
3071,177019,CASTLEBLAYNEY RURAL,Baile na Lorgan (Tuath),MONAGHAN,Muineachán,Ulster,682938.349139835,818476.487401579,2AE196291AAA13A3E055000000000001,34027,177019,Castleblayney Rural,27611202.7451782,32031.6662298918
3072,57093,KILDERRY, ,DONEGAL,Dún na nGall,Ulster,644513.909086042,926418.46201639,2AE1962920B613A3E055000000000001,33085,57093,Kilderry,30897197.7390137,29096.6002615987
3073,87036,DUNMANOGE, ,KILDARE,Cill Dara,Leinster,672794.553804508,684701.56043607,2AE1962922C113A3E055000000000001,06015,87036,Dunmanoge,14881199.3743896,18066.433384498
3074,237104,WINETOWN, ,WESTMEATH,An Iarmhí,Leinster,620061.671708231,752393.093930833,2AE196291B9C13A3E055000000000001,13025,237104,Winetown,13920019.696991,18382.1600001118
3075,17028,KILLERRIG, ,CARLOW,Ceatharlach,Leinster,680394.781381769,678009.263314481,2AE19629189613A3E055000000000001,01031,17028,Killerrig,10993818.0332336,20474.3814951412
3076,48024,FARRANFERRIS A, ,CORK,Corcaigh,Munster,567259.119691798,573379.482223525,2AE19629217413A3E055000000000001,17024,48024,Farranferris A,331891.491424561,3081.06058365804
3077,47086,CASTLEMARTYR, ,CORK,Corcaigh,Munster,594510.950499947,573040.440561592,2AE196291F8313A3E055000000000001,18250,47086,Castlemartyr,23253428.4744873,25475.4147257232
3078,127063,DROMTRASNA,An Drom Tarsna,LIMERICK,Luimneach,Munster,515152.120475461,626757.407186917,2AE19629179513A3E055000000000001,21089,127063,Dromtrasna,29409054.0766907,25536.0765507404
3079,157152,WESTPORT RURAL, ,MAYO,Maigh Eo,Connacht,499355.07213515,783225.059787528,2AE1962918BA13A3E055000000000001,29154,157152,Westport Rural,13590185.2019958,29981.1759046777
3080,27045,DRUMLUMMAN, ,CAVAN,An Cabhán,Ulster,638131.487295147,789400.435089071,2AE196291CAA13A3E055000000000001,32089,27045,Drumlumman,17749086.7454529,19848.2230735008
3081,57070,GLEN, ,DONEGAL,Dún na nGall,Ulster,612044.303307592,930122.279385796,2AE19629205813A3E055000000000001,33116,57070,Glen,26051365.3473511,31694.7630892008
3082,97007,BALLYBEAGH,An Baile Beitheach,KILKENNY,Cill Chainnigh,Leinster,635161.611733174,656639.257018619,2AE1962922B513A3E055000000000001,07041,97007,Ballybeagh,22663284.2753906,29915.7517198028
3083,187050,KILCORMAC,Cill Chormaic,OFFALY,Uíbh Fhailí,Leinster,617922.123073905,714024.547928649,2AE196291ABB13A3E055000000000001,12020,187050,Kilcormac,21658459.2243347,26205.979218449
3084,57058,DUNGLOW,An Clochán Liath,DONEGAL,Dún na nGall,Ulster,578633.818115667,911878.840998729,2AE1962920E613A3E055000000000001,33047,57058,An Clochán Liath,35922608.2912598,36644.0587783101
3085,97096,SHANKILL,An tSeanchill,KILKENNY,Cill Chainnigh,Leinster,664141.304474586,659450.933372464,2AE1962923EF13A3E055000000000001,07058,97096,Shankill,26656844.9363708,32099.0066966747
3086,247096,OLD ROSS, ,WEXFORD,Loch Garman,Leinster,679577.411825873,626770.270782289,2AE196291EBB13A3E055000000000001,14084,247096,Old Ross,13655069.5881958,18554.0623010055
3087,267035,BOHERNABREENA, ,DUBLIN,Baile Átha Cliath,Leinster,710930.132538264,721073.440015793,2AE196291CE013A3E055000000000001,03003,267035,Bohernabreena,43945915.6030884,30183.1692260654
3088,97009,BALLYCONRA,Béal Átha Conrátha,KILKENNY,Cill Chainnigh,Leinster,642631.884396279,672397.188939298,2AE1962922C513A3E055000000000001,07089,97009,Ballyconra,15121660.4607544,17666.6534923551
3089,157003,AGHAGOWER NORTH, ,MAYO,Maigh Eo,Connacht,503896.681089789,781915.189585479,2AE19629194513A3E055000000000001,29125,157003,Aghagower North,22297724.8033752,30103.1932047229
3090,187046,HINDS,Sráid Uí Eidhin,OFFALY,Uíbh Fhailí,Leinster,606182.179119276,732365.760856698,2AE196291AB013A3E055000000000001,12017,187046,Hinds,19002391.0108337,20676.2910465419
3091,187033,DUNKERRIN,Dún Cairin,OFFALY,Uíbh Fhailí,Leinster,606440.192646291,684659.881159097,2AE196291A8313A3E055000000000001,12051,187033,Dunkerrin,22415956.1708069,28633.2887556526
3092,77112,KILQUANE,Cill Chuáin,KERRY,Ciarraí,Munster,443134.859946279,610710.679594723,2AE1962922B813A3E055000000000001,19039,77112,Cill Chuáin,39528079.4415741,31457.3263072549
3093,87051,KILKEA, ,KILDARE,Cill Dara,Leinster,674655.997567034,689291.467071511,2AE19629220A13A3E055000000000001,06024,87051,Kilkea,18194154.2363892,22091.1349976708
3094,227021,CASTLERICHARD,Caisleán Risteird,WATERFORD,Port Láirge,Munster,598422.291944312,597014.380733861,2AE196291BE413A3E055000000000001,25059,227021,Castlerichard,28660105.0229187,34110.4485322386
3095,17030,KYLE, ,CARLOW,Ceatharlach,Leinster,676118.677222173,648302.409082775,2AE1962918A013A3E055000000000001,01052,17030,Kyle,16854033.3326721,19693.7471676577
3096,268110,PEMBROKE EAST A, ,DUBLIN,Baile Átha Cliath,Leinster,719382.719538971,733675.018597601,2AE196291DB613A3E055000000000001,02125,268110,Pembroke East A,2078446.51983643,8542.14761771779
3097,67155,KNOCKBOY,An Cnoc Buí,GALWAY,Gaillimh,Connacht,476412.680279909,733767.545396192,2AE19629234C13A3E055000000000001,27033,67155,An Cnoc Buí,35480223.4685364,61863.8829620555
3098,77160,TRALEE RURAL, ,KERRY,Ciarraí,Munster,483345.904432408,612795.771031902,2AE19629221E13A3E055000000000001,19165,77160,Tralee Rural,28384658.0516663,38460.9215319172
3099,157010,ARDNAREE NORTH, ,MAYO,Maigh Eo,Connacht,528082.489076817,821010.371750216,2AE19629196013A3E055000000000001,29006,157010,Ardnaree North,18544831.8823242,21571.730927242
3100,117071,RIVERSTOWN, ,LEITRIM,Liatroim,Connacht,612065.32379928,801370.290988767,2AE19629173D13A3E055000000000001,28076,117071,Riverstown,21793903.0177612,23980.3326560351
3101,117027,DRUMAHAIRE, ,LEITRIM,Liatroim,Connacht,581513.133606898,831022.493195733,2AE19629172413A3E055000000000001,28039,117027,Drumahaire,34506172.1121521,35470.9450856307
3102,87083,SKERRIES, ,KILDARE,Cill Dara,Leinster,671560.306753029,699221.912903861,2AE19629228413A3E055000000000001,06032,87083,Skerries,14717938.4080505,21652.3721727863
3103,67007,AILLE, ,GALWAY,Gaillimh,Connacht,559215.303620569,710492.145168823,2AE19629204D13A3E055000000000001,27100,67007,Aille,32577229.7697144,32972.0332730291
3104,77125,LISLAUGHTIN, ,KERRY,Ciarraí,Munster,501508.757637448,642982.317629176,2AE19629224513A3E055000000000001,19116,77125,Lislaughtin,25663749.8178406,24324.3691338733
3105,207034,DROMARD EAST, ,SLIGO,Sligeach,Connacht,558721.574971084,829972.509964943,2AE1962919EE13A3E055000000000001,31021,207034,Dromard East,13297296.2055969,20456.4724381398
3106,257022,COOLATTIN, ,WICKLOW,Cill Mhantáin,Leinster,701161.854229995,667658.78183402,2AE196291EB313A3E055000000000001,15072,257022,Coolattin,15335766.8453064,19749.2189701958
3107,187063,MONASTERORIS,Mainistir Fheorais,OFFALY,Uíbh Fhailí,Leinster,658308.492401853,730231.755423771,2AE196291AED13A3E055000000000001,12045,187063,Monasteroris,28212869.922821,27848.4580440634
3108,247036,CLONGEEN, ,WEXFORD,Loch Garman,Leinster,684120.936895425,616017.445980903,2AE196291E8813A3E055000000000001,14072,247036,Clongeen,20715192.4622803,22683.5219356583
3109,257062,POWERSCOURT, ,WICKLOW,Cill Mhantáin,Leinster,716969.598705461,714000.127015434,2AE196291EA613A3E055000000000001,15036,257062,Powerscourt,58173586.6307068,47450.7538975846
3110,177044,ENAGH,An tEanach [CC: Carraig Mhachaire Rois],MONAGHAN,Muineachán,Ulster,680024.376500778,799739.972147494,2AE196291A5A13A3E055000000000001,34014,177044,Enagh,17554262.2827759,21962.4787786597
3111,237064,KILLUA, ,WESTMEATH,An Iarmhí,Leinster,666447.369521287,767092.814592986,2AE196291B1813A3E055000000000001,13047,237064,Killua,19503876.5734863,20487.3994290594
3112,67123,KILLAAN, ,GALWAY,Gaillimh,Connacht,568137.670707604,731252.998108701,2AE1962923A613A3E055000000000001,27011,67123,Killaan,33733587.2804565,27745.8403891452
3113,48059,SUNDAY'S WELL A, ,CORK,Corcaigh,Munster,565867.620235154,571991.136708458,2AE1962921A913A3E055000000000001,17059,48059,Sundays Well A,423942.615203857,2727.74788019254
3114,77074,DUNURLIN,Dún Urlann,KERRY,Ciarraí,Munster,433567.034265341,605144.827164223,2AE19629223013A3E055000000000001,19035,77074,Dún Urlann,19218536.8158264,26483.3846166478
3115,17045,SLIGUFF, ,CARLOW,Ceatharlach,Leinster,670887.62217243,656761.338913689,2AE19629181813A3E055000000000001,01043,17045,Sliguff,14893802.5696411,18945.0735533414
3116,47076,CARRIGROHANEBEG, ,CORK,Corcaigh,Munster,556421.692438316,573219.679255399,2AE196291F5B13A3E055000000000001,18084,47076,Carrigrohane Beg,23158565.6900024,27517.4981274625
3117,117062,MAHANAGH, ,LEITRIM,Liatroim,Connacht,594634.705410758,826737.847379831,2AE19629174713A3E055000000000001,28051,117062,Mahanagh,33002233.6394043,29652.784845566
3118,217010,BALLINGARRY,Baile an Gharraí,TIPPERARY,Tiobraid Árann,Munster,631285.35814397,646240.31896538,2AE196291A2213A3E055000000000001,23141,217010,Ballingarry,25661396.4048157,26676.2070461953
3119,117009,BALLINAMORE, ,LEITRIM,Liatroim,Connacht,611549.082133299,811426.775563575,2AE1962916FC13A3E055000000000001,28001,117009,Ballinamore,18181814.5161438,22762.3366872696
3120,187039,ETTAGH,Eiteach,OFFALY,Uíbh Fhailí,Leinster,610859.443247986,694956.005557746,2AE196291A9A13A3E055000000000001,12052,187039,Ettagh,24412919.2255554,34943.00480546
3121,127126,RIDDLESTOWN,Baile an Ridéalaigh,LIMERICK,Luimneach,Munster,532688.970337084,643176.448599978,2AE1962917D613A3E055000000000001,21129,127126,Riddlestown,21776157.5288086,29021.5044644358
3122,137053,NEWTOWN FORBES, ,LONGFORD,An Longfort,Leinster,608885.362070872,782663.37224088,2AE19629194213A3E055000000000001,09054,137053,Newtown Forbes,28784371.7363892,40329.5909496401
3123,117065,MOHER, ,LEITRIM,Liatroim,Connacht,600906.77318952,811285.94070018,2AE19629174A13A3E055000000000001,28025,117065,Moher,17134942.808136,22920.630344657
3124,157080,GLENAMOY,Gleann na Muaidhe,MAYO,Maigh Eo,Connacht,487827.702244165,831159.818996293,2AE1962918F313A3E055000000000001,29056,157080,Gleann na Muaidhe,58291522.9032898,37710.1949015801
3125,187069,PORTARLINGTON NORTH,Cúil an tSúdaire Thuaidh,OFFALY,Uíbh Fhailí,Leinster,655032.442360055,713496.011217481,2AE196291A4313A3E055000000000001,12078,187069,Portarlington North,20796219.9831543,25472.1689879629
3126,187059,LEA,An Liath,OFFALY,Uíbh Fhailí,Leinster,618296.505296405,721471.442006397,2AE196291ADF13A3E055000000000001,12024,187059,Lea,32456291.1998291,26441.5854271366
3127,77035,CAHER, ,KERRY,Ciarraí,Munster,448417.174360002,576859.379484416,2AE19629234313A3E055000000000001,19007,77035,Caher,44410188.1498871,31678.2627943474
3128,107090,SHRULE, ,LAOIS,Laois,Leinster,669526.558172765,681676.464350638,2AE1962916FF13A3E055000000000001,08097,107090,Shrule,12018515.2588806,18519.927672521
3129,197057,EDMONDSTOWN, ,ROSCOMMON,Ros Comáin,Connacht,562148.839863185,798876.784720652,2AE1962919F313A3E055000000000001,30069,197057,Edmondstown,33246937.5081177,38786.5983867856
3130,177052,KILMORE,An Choill Mhór,MONAGHAN,Muineachán,Ulster,664828.225499679,828875.705250053,2AE196291A8013A3E055000000000001,34062,177052,Kilmore,13300126.0703735,18630.5420287859
3131,257076,TUCKMILL, ,WICKLOW,Cill Mhantáin,Leinster,688338.87157851,691749.916015863,2AE196291EDE13A3E055000000000001,15031,257076,Tuckmill,11598540.0615234,16738.4254694898
3132,217100,KILLAVINOGE,Cill Momhéanóg,TIPPERARY,Tiobraid Árann,Munster,616045.588043409,676627.940305349,2AE196291C8513A3E055000000000001,22056,217100,Killavinoge,22622438.7610168,22570.6642688269
3133,47217,KILSHANNIG, ,CORK,Corcaigh,Munster,546466.646207974,592848.700395908,2AE1962921F013A3E055000000000001,18233,47217,Kilshannig,57301099.0267639,40996.028204127
3134,217096,KILFEAKLE,Cill Fhiacal,TIPPERARY,Tiobraid Árann,Munster,594137.387101316,636606.682128688,2AE196291C7813A3E055000000000001,23167,217096,Kilfeakle,22199176.9153748,25047.4992138849
3135,247110,THE HARROW, ,WEXFORD,Loch Garman,Leinster,705678.620050521,647229.874147629,2AE196291EE813A3E055000000000001,14035,247110,The Harrow,15283488.9915466,24278.8885030567
3136,67034,BEAGHMORE, ,GALWAY,Gaillimh,Connacht,533306.665953716,752947.519057753,2AE1962920A313A3E055000000000001,27185,67034,Beaghmore,18616659.5614014,18613.1763045792
3137,217003,AGLISHCLOGHANE,Eaglais Chlocháin,TIPPERARY,Tiobraid Árann,Munster,593394.803451217,699652.162303915,2AE1962919FF13A3E055000000000001,22005,217003,Aglishcloghane,26343695.3266907,32467.3429827422
3138,47193,KILCULLEN, ,CORK,Corcaigh,Munster,545539.243609558,582611.714366721,2AE19629215013A3E055000000000001,18211,47193,Kilcullen,34478166.7936096,34550.8710428186
3139,217125,LOUGHMORE,Luachma,TIPPERARY,Tiobraid Árann,Munster,612919.462141309,667938.083019423,2AE196291C4B13A3E055000000000001,22073,217125,Loughmoe,29248187.8575745,24083.0106709957
3140,47302,TEMPLEBODAN, ,CORK,Corcaigh,Munster,585799.46741605,584829.320993187,2AE1962921E413A3E055000000000001,18263,47302,Templebodan,29881859.8972778,37273.7040002552
3141,67041,BUNOWEN, ,GALWAY,Gaillimh,Connacht,464009.683329533,742563.006186703,2AE1962920B113A3E055000000000001,27023,67041,Bunowen,29317005.3169556,39819.1885654534
3142,147020,DUNDALK No. 3  URBAN,Dún Dealgan (Uirbeach Uimh.3),LOUTH,Lú,Leinster,704247.050889997,806337.695416369,2AE1962918E313A3E055000000000001,10006,147020,Dundalk Urban No. 3,1264315.60809326,5252.00534017522
3143,267030,BLANCHARDSTOWN-CORDUFF, ,DUBLIN,Baile Átha Cliath,Leinster,708075.373627882,740080.552736457,2AE196291CC813A3E055000000000001,04011,267030,Blanchardstown-Corduff,1503781.11676025,5917.27183733169
3144,217149,REDWOOD,Coillte Rua,TIPPERARY,Tiobraid Árann,Munster,593734.183174147,709920.578363925,2AE196291BED13A3E055000000000001,22020,217149,Redwood,22289588.0516663,20477.3928663468
3145,67079,DEERPARK, ,GALWAY,Gaillimh,Connacht,545057.186684351,737263.171892775,2AE19629230113A3E055000000000001,27050,67079,Deerpark,18469277.2008057,21640.0393912083
3146,117077,TULLAGHAN, ,LEITRIM,Liatroim,Connacht,576549.815271641,855180.386997818,2AE19629175513A3E055000000000001,28033,117077,Tullaghan,25701784.5686951,27414.6317336008
3147,27006,BALLYCONNELL, ,CAVAN,An Cabhán,Ulster,626647.073947028,819253.960990375,2AE196291CD813A3E055000000000001,32015,27006,Ballyconnell,28036292.1271667,36691.7526704484
3148,97077,MOTHELL,Maothail,KILKENNY,Cill Chainnigh,Leinster,659929.543725855,669576.408622447,2AE1962923CA13A3E055000000000001,07031,97077,Mothell,26230134.8159485,25618.4681539956
3149,217163,TIMONEY,Tuaim Eabhna,TIPPERARY,Tiobraid Árann,Munster,618879.935012262,684648.66184541,2AE196291C2113A3E055000000000001,22060,217163,Timoney,21374436.6947327,22393.093605041
3150,27001,ARDUE, ,CAVAN,An Cabhán,Ulster,631421.165365151,816655.863379591,2AE196291E0F13A3E055000000000001,32035,27001,Ardue,25510907.7080078,28308.4201014309
3151,27028,COOTEHILL URBAN, ,CAVAN,An Cabhán,Ulster,660252.58304185,814273.471432052,2AE196291DBF13A3E055000000000001,32051,27028,Cootehill Urban,1855901.94818115,6018.5675979517
3152,237004,ATHLONE EAST RURAL, ,WESTMEATH,An Iarmhí,Leinster,605573.030655707,740575.134294352,2AE196291BCC13A3E055000000000001,13003,237004,Athlone East Rural,12144020.176239,22393.2069239326
3153,128002,ABBEY B,An Mhainistir B,LIMERICK,Luimneach,Munster,559424.528051873,657475.003674373,2AE1962917CD13A3E055000000000001,20002,128002,Abbey B,1085946.50436401,5069.92941662522
3154,127124,RATHMORE,An Ráth Mhór,LIMERICK,Luimneach,Munster,558145.197457759,641538.93824488,2AE1962917D413A3E055000000000001,21020,127124,Rathmore,12668204.7300415,18974.6183132388
3155,247037,CLONLEIGH, ,WEXFORD,Loch Garman,Leinster,679838.469138368,634169.003824531,2AE196291E8913A3E055000000000001,14073,247037,Clonleigh,15489709.9237976,18727.3080901747
3156,67020,BALLINDUFF, ,GALWAY,Gaillimh,Connacht,530608.328743437,743012.21184951,2AE19629206813A3E055000000000001,27183,67020,Ballinduff,14853657.9330444,19656.4708034353
3157,67009,ANNAGHDOWN,Eanach Dhúin,GALWAY,Gaillimh,Connacht,529940.538126374,736808.146926595,2AE19629204F13A3E055000000000001,27040,67009,Eanach Dhúin,48052228.0715637,33068.86250265
3158,107004,ARDOUGH, ,LAOIS,Laois,Leinster,663739.892210559,675584.849059976,2AE1962916AB13A3E055000000000001,08088,107004,Ardough,17713630.1751404,21751.5867934865
3159,77146,RATASS, ,KERRY,Ciarraí,Munster,487572.553512824,617557.194923175,2AE1962922A213A3E055000000000001,19163,77146,Ratass,16334797.9441223,20670.0781573881
3160,247040,COURTOWN, ,WEXFORD,Loch Garman,Leinster,718655.724968485,659284.262722578,2AE196291E9D13A3E055000000000001,14049,247040,Courtown,33161582.3302612,32398.3582815126
3161,247086,MAYGLASS, ,WEXFORD,Loch Garman,Leinster,701649.84387089,611657.85821631,2AE196291E9713A3E055000000000001,14115,247086,Mayglass,13083254.2102966,20356.2472982528
3162,57137,STRANORLAR, ,DONEGAL,Dún na nGall,Ulster,613419.156992887,897452.641378749,2AE1962920BC13A3E055000000000001,33147,57137,Stranorlar,41221593.624176,27960.7604260886
3163,268159,WHITEHALL C, ,DUBLIN,Baile Átha Cliath,Leinster,716654.900735582,739624.215371296,2AE196291E0B13A3E055000000000001,02092,268159,Whitehall C,779657.394287109,3661.39595195016
